INDIC,TAMIL
ஆயத்தம்,முன்னேற்பாடு
சாக்கிரதை,உன்னிப்பு
பிரசாதம்,படைப்பு
துஷ்பிரயோகம்,தீய பயன்பாடு
வாயு,காற்று
வியாபாரம்,பண்டமாற்று
அந்தரங்கம்,தனிப்பட்ட
கிரமம்,ஒழுங்கு
சாத்வீகம்,அமைதி
அசுவம்,குதிரை
அபாயம்,துன்பம்
சூன்யம்,பாழ்
முனிவர்,துறவி
பாதாளம்,படுகுழி
புஷ்கரிணி,திருக்குளம்
சரம்,மாலை
நட்சத்திரம்,நாள்
வீரர்,மள்ளர்
அக்கினி,தீ
கிஞ்சுகம்,கிளி
சூரியன்,கதிரவன்
அபத்தம்,பொய்
உதயம்,விடியல்
தீர்த்தம்,திருக்குளம்
ஜகஜ்ஜோதி,ஒளிவெள்ளம்
ஆபத்து,ஊறுபாடு
நாதஸ்வரம்,நாகசுரம்
லஞ்சம்,கையூட்டு
விமானம்,வான ஊர்தி/வானூர்தி
தூபி,முடி ( கோயில் முதலியவற்றின் முடி )
பிச்சைக்காரன்,இரப்போன்
கம்பீரம்,செருக்கு
சிரத்தை,அன்பு
தண்டனை,ஒறுப்பு
வயம்,வழி
பிரசாதம்,நல்லுணவு
அநந்தம்,அளவின்மை
ரிஷி,துறவி
பிரதிக்கினை,உறுதி
கியாதி,மேன்மை
அவஸ்யம்,தேவை
விஸ்தீரணம்,அகலம்
மத்யம்,நடு
உதயம்,காலை
சிங்கம்,ஏறு
சீடன்,மாணாக்கன்
நாதஸ்வரம்,நாதசுரம்
தாமம்,மாலை
பிரமாணம்,ஆணை
சங்கை,எண்
கனகாம்பரம்,பொற்சிகை
வாத்சல்யம்,அன்பு
அற்பம்,சிறுமை
ஆசை,அவா
சீணதசை,மழுக்கம்
குலசம்,நன்மை
ஆலயம்,கோயில்
அட்சரம்,எழுத்து
அக்ஷரம்,எழுத்து
சந்தேகம்,ஐயம்
தயார்,ஆயத்தம்
சாடி,தாழி
மோகம்,மயக்கம்
வாமம்,இடப்பக்கம்
போஷணை,நுகர் பொருள்
பாடியம்,விரிவுரை
பாத்தியம்,உரிமை
கேலி,இகழ்ச்சி
பிரயோசனம்,பயன்
ருது,மகளிர் முதற் பூப்பு
யோகம்,ஒன்றுதல்
நமஸ்காரம்,வணக்கம்
தூரதிருஷ்டிக் கண்ணாடி,தொலை நோக்காடி
குஷி,உவகை
பிரசண்டமாருதம்,பெரும் புயல்
ஆயுள்,ஆண்டு
சருவம்,எல்லாம்
சரஸ்வதி,கலைமகள்
ஆமோதித்தல்,உடன்படல்
எமன்,கூற்றுவன்
சிகை,குடுமி
மநசு,உள்ளம்
சிநேகம்,நட்பு
பூகோளம்,புவியியல்
துவாரம்,புழை
சந்து,தூது
உலோகம்,வெள்ளி, பொன், செம்பு முதலியன
பூசாரி,வழிபாடு செய்வோன்
வியாபாரி,வணிகர்
உபாயம்,சிறிது
ஆகாயவிமானம்,வானவூர்தி
காசம்,ஈளை நோய்
ஸ்திரம்,நிலையானது
சூக்குமம்,அணு
சம்பந்தம்,தொடர்பு
சாதனம்,உறுதிமுறி
தரித்தல்,அணிதல்
சமாதானம்,தணிவு
உற்சவம்,விழா
தண்டனை,ஆணை
குமரி,மகள்
பத்தி,பற்று
இருதயம்,நெஞ்சம்
சூரியன்,ஞாயிறு
பங்கஜம்,முளரி
பாஷியம்,அகலவுரை
சூரியன்,பகலவன்
ஆபத்து,இடர்
கும்பகோணம்,குடமூக்கு
விஸ்தரிப்பு,விரிவு
வமிசம்,தலைமுறை
இலாகா,எல்லை
தலயாத்திரை,திருக்கோயிற் செலவு
சாட்சி,கரி
சந்தியாவந்தனம்,காலை மாலை வழிபாடு
மண்டூகம்,தவளை
வேடம்,கோலம்
உபநதி,கிளையாறு
நாயகி,தலைவி
உத்திரம்,வடக்கு
சௌகர்யம் / சௌகரியம்,நலம்
பருவதம்,மலை
அபாண்டம்,பெரும்பொய்
பௌத்திரி,பேர்த்தி
க்ஷேத்திரம்,திருத்தலம்
சாந்திரம்,திங்கட்டொடர்புடையது
உதாசீனம்,அசட்டை
சிங்காசனம்,அரியணை
நாதன்,தலைவன்
உலோபம்,இவறன்மை
கதம்பம்,கூட்டம்
ஜாக்கிரதை,எச்சரிக்கை
அவசரம்,பரபரப்பு
ஐச்வரியம்,திரு
மெளனம்,அமைதி
நாதம்,ஒலி
புத்தி,அறிவு
விட்டுணு,திருமால்
தரா,நிலம்
ஆதி,பழமை
கிரந்தம்,புத்தகம்
சங்கமம்,இயங்கு திணைப்பொருள்
அகந்தை,செருக்கு
சோதரன்,உடன் பிறந்தான்
சக்கரவர்த்தி,மன்னர்மன்னன்
கிடாரம்,கொப்பரை
கரகோஷம்,கரவொலி
சுவீகாரம்,தனதாக்குதல்
சுதந்திரம்,உரிமை
நாஷ்டா,சிற்றுண்டி
ஆட்சேபணை,எதிர்ப்பு
பூகம்பம்,நிலநடுக்கம்
மகாராசன்,அரசன்
விமோசநம்,நீக்கம்
ஜாகை,இடம்
பந்தம்,பிணைப்பு
சமயம்,பொழுது
சிரேஷ்டன்,மூத்தோன்
பஞ்சாட்சரம்,ஐந்தெழுத்து
ரஸ்தா,பெரிய தெரு
விபரீதம்,திரிபு
பேஜார்,தொல்லை
சீரணம்,பழுது
கிரகித்தல்,கவர்தல்
அசாக்கிரதை,விழிப்பின்மை
அமரபக்ஷம்,தேய்பிறை
கமலம்,தாமரை
அகதி,யாருமற்றவன்
சீவியம்,பிழைப்பு
தட்சிணாமூர்த்தம்,தென்முகக் கடவுள்
வருணனை,ஒப்பனை
பாதாளம்,கீழ் உலகம்
சிகரம்,தலை
பட்சி,பறவை
உதாரம்,தண்ணளி
ஸ்தூபி,முடி ( கோயில் முதலியவற்றின் முடி )
ஸ்வாமி,ஆண்டான்
இலவணம்,உப்பு
பிரஸாதம்,திருப்பொருள்
விசேடம்,மேன்மை
சமஸ்கிருதம்,செங்கிருதம்
கஜம்,இரு முழம்
தேகவியோகம்,சாக்காடு
பக்தி,பற்று
சந்நியாசி,துறவி
அபிவிருத்தி,பெருக்கம்
பிரபலம்,பரவலான
தற்சமயம்,இப்போது
நக்ஷத்திரம்,விண்மீன்
சேஷ்டன்,மூத்தோன்
சௌகரியம்,நலம்
உச்சந்தம்,தணிவு
சந்து,இரண்டு
சாந்தம்,பொறுமை
சிங்காரம்,திருத்தம்
அற்புதம்,அருள் நிகழ்ச்சி
ஷண்,ஆறு
மாற்சரியம்,பகைமை
ஜோதிடம்,திருக்கணிதம்
உபகாரம்,வரவேற்பு
குமரி,புதல்வி
புஜம்,கை
காளம்,கருமை
மூர்ச்சை,அறிவு மயக்கம்
அங்கவீனன்,உறுப்பறையன்
துவேஷம்,வெறுப்பு
நாயகன்,தலைவன்
பிரபல்லியம்,புகழ்
ஏகதேச உருவகம்,ஒருபுடை உருவகம்
மேகம்,எழிலி
வாந்தி,கக்கல்
ஜோடி,இரட்டை
வஸ்திரம்,ஆடை
நித்திரை,உறக்கம்
சூத்திரம்,விதி
தம்பதி,கணவனும் மனைவியும்
உதயம்,வெளிப்படல்
பரமகதி,வீடுபேறு
மயூரம்,மயில்
வநம்,தோப்பு
ஞானம்,மெய்யுணர்வு
ஆஸ்பத்திரி,மருத்துவமனை
கிரியை,சடங்கு
உபாசனை,வணக்கம்
கிருஷி,பயிர் செய்கை
பிடிவாதம்,விடாப்பிடி
சுவீகாரம்,தத்து
ஜென்ம சாபல்யம்,பிறவிப்பயன்
விஷயம்,நுதலிய பொருள்
சங்கமம்,அசைவன
ஆசாரம்,ஒழுக்கம்
சச்சிதானந்தம்,உண்மையறிவின்பம்
நிதரிசனம்,கண்கூடு
ஜாடை,சாயல்
இலேகியம்,பாகுமருந்து
சோதிடர்,கோள்நூலார்
சாவகாசம்,ஒழிவு
துருவம்,முனை
குரூரம்,ஈரமின்மை
தேவஸ்தானம்,ஆலயம்
பால்குந,பங்குனி
கடினம்,வன்மை
சம்பவம்,செயல்
சகவாசம்,உடனுறைதல்
அத்தியந்தம்,மிகுதி
சந்ததி,எச்சம்
ஜீவன்,உயிர்
துக்கம்,கவலை
மநோராச்சியம்,வீண் எண்ணம்
முகூர்த்தம்,நல்வேளை
சிரம பரிகாரம்,துன்ப நீக்கம்
திருட்டாந்தம்,சான்று
ஜாதகம்,திருக்கணி இதழ்
பிரத்தியக்ஷம்,தெளிவு
தோடம்,குற்றம்
அப்பிராணி,பேதை
அநுபோகம்,துய்ப்பு
நாதம்,ஓசை
தத்தம்,கொடுத்தல்
நஷ்டம்,கேடு
ஆதி,அடி
அந்தரங்கம்,உள்ளம்
ஜட்டி,கீழாடை
ரணம்,போர்
சனி,காரி
உபாத்தியாயன்,கற்பிப்போன்
பரதேசம்,பிறர்நாடு
அஸ்தி,உடல்
பிரமாணம்,கட்டளை
பர்வதம்,மலை
பிரார்த்தனை,வேண்டுகோள்
ஆபாசம்,சிதைவு
பரீட்சை,தேர்வு
தந்திரம்,நூல்
இஷ்டன்,நண்பன்
ஆசர்,நேர் வருகை
ஐதிகம்,உலகுரை
நவதானியம்,ஒன்பது வகைத் தவசம்
சனனம்,பிறப்பு
பாத்திரம்,உரிமை
விரோதி,பகைவன்
கந்மஷம்,தீவினை
வாயு,வளி
விசாரம்,கவலை
தைரியம்,ஆண்மை
அதிதி,விருந்தினன்
உபத்தம்,கருவாய்
துதி,வழுத்துரை
ஆமோதி,வழிமொழி
ஆதியோடந்தமாய்,முதலிலிருந்து கடைசிவரை
விதி,முறை
உபந்நியாசம்,விரிவுரை/சமய சொற்பொழிவு
நீதி,நெறி
அநேகம்,பல
உபகரணம்,கொடுத்தல்
யுத்தகளம்,அமர்க்களம்
தீரன்,ஆண்டகை
இருதுசாந்தி,பூப்புக் கழிப்பு
வருணம்,குலம்
சன்மார்க்கம்,நன்னெறி
நியாயம்,நெறி
மிருதங்கம்,மத்தளம்
ஸ்ரீநிவாஸம்,திருமால்
ஆரோஹணம்,ஆரோசை
பட்ஷி/பக்ஷி/பட்சி,பறவை
ரம்பை,வான்மகள்
சங்கமம்,கூடல்
சபை,மன்றம்
க்ஷீணம்,சிதைவு
நிதி,வைப்பு
தோத்திரம்,வாழ்த்து
ஆயத்தம்,முயற்சி
திவ்யப் பிரபந்தம்,அருளிச் செயல்
கர்ச்சனை,முழக்கம்
தயவு,கண்ணோட்டம்
துர்லபம்,அரிது
ரிஷி,அடிகள்
ஹிதம்,நன்மை
சிருஷ்டி,படைப்பு
ஐக்கியம்,ஒற்றுமை
கூசுமாண்டம்,பூசுணி
பர்த்தா,கணவன்
திடம்,வன்மை
தூதர்,வேவுகாரர்
சனம்,நரல்
ராஜ்ய சபா,மாநிலங்களவை
மூடர்,அறிவிலார்
நர்த்தனம்,நடனம்/ஆடல்
அகங்காரம்,யானெனல்
கபம்,கோழை
நந்தவனம்,பூங்கா
இராகம்,இசை/பண்
மகுடம்,தலையணி
சங்காரம்,அழித்தல்
சோத்திரம்,செவி
ஆகாசம்,விண்
வெராண்டா,தாழ்வாரம்
ஶ்ரீமத்,திருவாளர்
பத்திரிகை,இதழ்
ஜலதோஷம்,தடிமன்
பூர்விகம்,பழைமை
அநாதி,பழமை
சந்து,பொருத்து
கிரீடம்,முடி
சஞ்சலம்,கவலை
சாஸ்வதம்,நிலையான
ரஜா,ஓய்வு
சரசுவதி,கலைமகள்
சாதி,குலம்
அலங்காரம்,ஒப்பனை
வந்தே மாதரம்,தாயே வணக்கம்
துரோகம்,வஞ்சனை
அதிருஷ்டம்,நற்பேறு
உபதேசம்,அருண்மொழி
புத்திரன்,மகன்
பாவனை,எண்ணம்
சாயங்காலம்,மாலை நேரம்
குமாரி,மகள்
ஜனனம்,பிறப்பு
அத்தமனம்,அடைவு
தரிசனம்,கண்
உதாரணம்,எடுத்துக்காட்டு
மந்தாரம்,மப்பு
பிராணவாயு,உயிர்வளி
பதிவிரதை,கற்புடையான்
பிரசித்தி,வெளிப்படை
சுரம்,காய்ச்சல்
ஆவேசம்,மருள்
அத்தமனம்,சாய்ங்காலம்
கலசம்,திருக்குடம்
திருத்தி,சால்வு
அனுபோகம்,நுகர்ச்சி
திரயம்,மூன்று
புத்திரன்,கான்முளை
ஆச்சரியம்,புதுமை
குமாரி,மணமாகாப் பெண்
தயை,ஊன்
ஆயாஸம்,இளைப்பு
அகாலமரணம்,முதிராச்சாவு
ஊர்ஜிதம்,உறுதி
நாகம்,பாம்பு
மௌனம்,அடக்கம்
அற்புதம்,வியப்பு
திருஷ்டாந்தம்,எடுத்துக்காட்டு
சாக்கிரதை,எச்சரிக்கை
நித்தியம்,நாடோறும்
அபகரித்தல்,கொள்ளையிடல்
அநந்தம்,முடிவில்லது
திருட்டி,பார்வை
நாவிதன்,மயிர்வினைஞன்
விவசாயம்,உழவு
சபா,மன்றம்
சாமீப்பியம்,சிவனருகிருப்பு
சமர்ப்பணம்,படைத்தல்
சுப்ரபாதம்,திருப்பள்ளியெழுச்சி
ஸ்தாநம்,இடம்
கஷாயம்,மருந்துநீர்
புஷ்பம்,பூ
அருச்சனை,பூசை
பாதரட்சை,மிதியடி
வந்தனோபசாரம்,வணக்கவுரை
நிக்கிரகம்,ஒழிப்பு
காளம்,முகில்
பாரியா,மனைவி
விவரணம்,விளக்கம்
மேடம்,ஆடு
வேதியர்,அந்தணர்
பாவனை,ஒப்பு
தோத்திரம்,வழுத்து
தகநம்,எரித்தல்
நடராஜர்,கூத்தபிரான்
அவகாசம்,ஓய்வு
பஜனை,குழுப்பாடல்
பக்தி,நேயம்
விகிதம்,நட்பு
சைந்யம்,படை
பிரயாசை,முயற்சி
காசம்,இருமல் நோய்
சுரம்,வெப்புநோய்
குருபக்தி,குருவினிடத்தன்பு
கநகம்,பொன்
சலசம்,தாமரை
பிரளயாகலர்,இருமலக்கட்டினர்
ஆசனவாய்,மலவாய்
அவரோஹணம்,அமரோசை
ஜட்டி,உள்ளாடை
அஞ்ஞானம்,மருள்
உபாத்தியாயன்,கணக்காயன்
சிரமம்,தொல்லை
அவரோஹணம்,இறங்குவரிசை
திருத்தி,மனநிறைவு
இஷ்டம்,அன்பு
தீர்க்கதரிசி,முக்காலவுணர்வினன்
அங்கவீனன்,உடற் கேடன்
தினம்,நாள்
வியாதி,பிணி
சந்திரன்,தண்கதிர்
குமாரி,புதல்வி
சம்பிரதாயம்,முன்னோர் நடை
அஸ்வின,ஐப்பசி
சலதோஷம்,நீர்க்கோவை
புத்தகம்,சுவடி நூல்
ரம்பை,தெய்வப் பெண்
கூர்மம்,ஆமை
அவதாரம்,பிறப்பு
பிரசித்தி,புகழ்பரவல்
திநம்,நாள்
புட்பவதி,பூப்பானவள்
புராதனம்,பழைமை
ராக்ஷசன்/ ராட்சசன்,அசுரன்/நரகன்
சமீபம்,அண்மை
அஸ்தமனம்,மறைவு
வேதாரண்யம்,திருமரைக்காடு
சகசம்,இயற்கை
சௌபாக்கியவதி,திருமகள்
சலசாட்சி,தாமரைக்கண்ணி
கிலேசம்,கவலை
வருக்கம்,இனம்
சதுர்,நான்கு
அங்குசம்,யானைத் தோட்டி
கண்டம்,கழுத்து
சபை,அவை
பூர்வபக்ஷம்,வளர்பிறை
அஞ்ஞானம்,இருள்
விகிதம்,விழுக்காடு
பண்டிதன்,புலவன்
அஹங்காரம்,செருக்கு
கர்த்தா,தலைவன்
புட்பம்,மலர்
அமுது,இனிமை
அநுக்கிரகம்,அருள்
அகாலம்,தகாக் காலம்
அநுகூலம்,நன்மை
அநுபவம்,அழுந்தியறிதல்
இலட்சம்,நூறாயிரம்
சாமான்,பொருள்கள்
ஜீவனம்,பிழைப்பு
சந்திரன்,அம்புலி
அபாயகரம்,பேரிடர்
பாலகன்,குழந்தை
அக்கிராசனம்,தலைமை
அநுகூலம்,கைகூடுதல்
அசலம்,மலை
மச்சம்,மீன்
கனம்,பளுவு
இரணவைத்தியம்,அருவைமருத்துவம்
ஆலோசனை,சூழ்தல்
கவி,பாட்டு
தாமசம்,தாழ்த்தல்
உதயம்,தோற்றம்
ஆங்காரம்,செருக்கு
இரேகை,நிறை
பிரமசாரி,மணமாகாதவன்
வைத்தியம்,மருத்துவம்
அக்கினி,அனல்
அன்னசத்திரம்,ஊட்டுப்புரை
மநஸ்தாபம்,மனவருத்தம்
உருக்குமணி,பொன்மணி
மத்திமம்,நடு
ரகசியம்,மறைபொருள்
பிரிவுபசாரம்,பிரியாவிடை
பெளதீகம்,இயற்பியல்
கருத்தா,தலைவன்
பிரவர்த்தி,முயற்சி
சாபம்,தூற்றுதல்
தர்மம்,அறம்
பண்டிதன்,அறிஞன்
மந்திரி,அமைச்சன்
மகா,பெரிய
சகாயம்,மலிவு
பாதை,வழி
சித்திரம்,படம்
துவம்சம்,அழித்தல்
பிருஷ்டம்,சூத்து
கயிலாசம்,நொடித்தான்மலை
பேதம்,வேறுபாடு
ஶ்ரீலஶ்ரீ,மறைத்திருவாளர்
மோஸ்தர்,பாணி
இலயம்,அழிவு
அகதி,வறியன்
ஷ்ரவணம்,ஆவணி/திருவோணம்
தட்சிணை,காணிக்கை
அலுவா,கோதுமைத் தேம்பாகு
நிவிர்த்தி,நீக்கம்
தீபஸ்தம்பம்,விளக்குத்தண்டு
பைத்தியம்,வெறி
கந்மஷம்,அழுக்கு
இலட்சியம்,குறிக்கோள்
பிரச்சனை,சிக்கல்
மயாநம்,சுடுகாடு
விடயம்,நுதலிய பொருள்
சுவர்க்கம்,பேரின்பவீடு
நட்சத்திரம்,விண்மீன்
சுகம்,இன்பம்
சாசுவதம்,அழியாமை
சாதாரணம்,பொது
ஜோசியர்,கணியன்
சமயம்,நேரம்
விகற்பம்,வேறுபாடு
இரேகை,எழுத்து
தாற்பரியம்,கருத்துரை
திண்டிவனம்,புளியங்காடு
சக்கரவர்த்தி,தனியரசாள்வோன்
உஷ்ணம்,வெப்பம்
தீர்க்கம்,தெளிவு
சரணாகதி,புகலடைதல்
முக்கியம்,முதன்மை
பூசை,வழிபாடு
அஞ்ஞானம்,அறியாமை
அத்தியாயம்,நூற்பிரிவு
நந்தனவனம்,பூங்கா
அபராதம்,ஒறுப்புக்கட்டணம்
சாத்மிகம்,அமைதித்தன்மை
ஞானம்,அறிவு
போகம்,துய்ப்பு
அந்தம்,குருடு
இலக்குமி,செல்வம்
விஞ்ஞாபனம்,விண்ணப்பம்
யோகம்,மனவொருக்கம்
மோகம்,அவா
ஆரம்பம்,துவக்கம்
கஷ்டம்,வருத்தம்
ஏகதேசம்,ஒருபக்கம்
இலாவாதேவி,கொடுக்கல் வாங்கல்
பிரசவம்,பிள்ளைப்பேறு
பூகம்பம்,நில நடுக்கம்
சௌந்தரம்,அழகு
ஆதிக்கம்,முதன்மை
சோமவாரம்,திங்கட்கிழமை
தற்சமயம்,இவ்வேளை
தைரியம்,உறுதி
பூர்த்தி,முடிவு
அபிஷேகம்,புதுப்புனலாட்டு
இடபம்,எருது
யோசனை,ஆராய்ச்சி
உலகப்பிரசித்தி,எங்கும் பரந்த புகழ்
இமிசை,வருத்தம்
இடபம்,காளை
சுவர்ணம்,பொன்
பிஞ்ஞகம்,தலைக்கோலம்
விருத்தாந்தம்,வரலாறு
ஜம்புத்வீபம்,நாவலந்தீவு
பிராணவாயு,உயிர்ப்பு
சிகரம்,மலை
சூதனம்,விழிப்பு
பதம்,விலை
குரூபி,உருவிலி
ஆநந்தம்,இன்பம்
ஆதாரம்,களைகண்
தசா,புலால்
வைடூரியம்,பூனைக்கண்மணி
உத்தேசம்,மதிப்பு
தமாஷ்,பகடி
பசார்,அங்காடி
சந்நியாசம்,துறவறம்
மார்கசீரிஷ,மார்கழி
கீணம்,சிதைவு
சேவித்தல்,தொழுதல்
ஈநம்,குறைவு
நிந்தனை,பழிப்பு
விருத்தி,ஆக்கம்
சந்ததம்,எப்பொழுதும்
சரணம்,கால்
உபநயநம்,பூணூற்சடங்கு
அந்நியோந்நியம்,ஒருவர்க்கொருவர்
மார்க்கம்,வழி/நெறி
சிகரம்,முகடு
எசமானன்,முதல்வன்
பரிகாசம்,ஏளனம்
நீதி,அறம்
ஸ்பஷ்டமாக,தெளிவாக
புட்பராகம்,வெள்ளைக்கல்
முஷ்டி,முழங்கை
விசேடம்,சிறப்பு
தீவாந்தரம்,தீவு
வீரியம்,மறம்
கலாச்சாரம்,பண்பாடு
ஏதம்,துன்பம்
பிராப்தி,விரும்பியதெய்தல்
லெட்ஜர்,பேரேடு
விஷ்ணு,திருமால்
ஜீவனம்,வாழ்க்கை
ஹிதம்,அன்பு
உதரம்,வயிறு
மூலதனம்,முதற்பொருள்
உதிரம்,செந்நீர்
அக்கிராசனாதிபதி,முதல்வர்
கர்ப்பக்கிரகம்,திருஉள் நாழிகை
உக்கிரம்,மிகுதி
சந்தர்ப்பம்,தருணம்
இரணவைத்தியம்,புண்மருத்துவம்
மகிமை,மேன்மை
நரகம்,நிரயம்
புண்ணிய திநம்,நன்னாள்
அபாயகரம்,அழிவு
உரோகம்,நோய்
சகோதரன்,உடன் பிறந்தான்
பதிவிரதை,கற்புடையாள்
பத்திரம்,இலை
ஜால்ரா,தாளம்
அப்பியாசம்,பயிற்சி
அஸ்தி,எலும்பு
சிரமம்,துன்பம்
அசுத்தம்,அழுக்கு
தாபரம்,அசையாப் பொருள்
புனர்ப்பாகம்,தெளு
சங்கோசம்,கூச்சம்
தாவரம்,நிலையியற் பொருள்
ஸ்ரீலஸ்ரீ,தவத்திரு
அம்பாரம்,குவியல்
ஆச்சரியம்,வியப்பு
பரிசுத்தம்,புனிதம்
அநுமதி,ஆணை
சாவகாசம்,ஓய்வு
பிரத்தியக்ஷம்,கண்கூடு
சத்தியம்,உண்மை
துரோகம்,இரண்டகம்
வர்ணம்,அழகு
அர்ப்பணம்,நீரொடு கொடுத்தல்
மநோராச்சியம்,மனக்கோட்டை
ஆசாபாசம்,அன்பு
சோபித்தல்,ஒளிர்தல்
ஆலோசனை,ஓர்வு
அநுட்டானம்,நடைமுறை
கர்த்தா,ஆக்கியோன்
இலக்குமி,திருமகள்
வகித்தல்,பூணல்
தட்சிணம்,தெற்கு
உற்சவம்,திருவிழா
அபகரித்தல்,வவ்வல்
சயிலம்,மலை
அர்த்தநாரீசுரன்,மங்கை பங்கன்
கார்யம்,வேலை
ஸூப்ரமணியன்,சேயோன்
தராசு,துலாக்கோல்
குரூரம்,அஞ்சாமை
அக்கினி,எரி
சயனம்,உறக்கம்
வேதனை,துன்பம்
நீசன்,கீழ்மகன்
மநோகரம்,உள்ளக்கவர்ச்சி
உத்தரம்,மறுமொழி
சரிதம்,வரலாறு
பேதம்,ஒவ்வாமை
சந்தர்ப்பம்,அற்றம்
ஜட்கா,வண்டி
பூரணம்,நிறைவு
பிச்சை,இரப்பு
சேஷ்டை,தமக்கை
தீபஸ்தம்பம்,கலங்கரை விளக்கம்
அங்கத்தினர்,உறுப்பினர்
பாக்கியம்,பேறு
சகோதரி,தமக்கை
வசித்தல்,வாழ்தல்
அநுபவம்,பழக்கம்
மஹாத்மா,அடிகள்
வர்க்கம்,வகுப்பு
வசியம்,கவர்ச்சி
தாட்சணியம்,கண்ணோட்டம்
உரொக்கம்,மொத்த இருப்பு
கச்சேரி,அரங்கிசை
பிரிவுபசாரம்,வழியனுப்பு
ஆதாரம்,நிலைக்களன்
நிவாரணம்,இழப்பீடு
ஆரியர்,மிலேச்சர்
துஷ்பிரயோகம்,தவறான பயன்பாடு
தத்துவம்,உண்மை
பாநகம்,குடிநீர்
வாந்தி,வாயாலெடுப்பு
ஆநந்தபரவசம்,இன்பவயம்
சமீபம்,மருங்கு
அக்கினி நட்சத்திரம்,தீ நாள்
ஜமக்காளம்,போர்வை
கிரந்தம்,நூல்
அபசயம்,தோல்வி
சாரீரம்,இன்னிசை
கோத்திரம்,மரபு
டவுன்,பேரூர்
ஸ்தாநம்,இருக்கை
மோகம்,மருள்
ஹோமம்,வேள்வி
ஜோர்,அருமை
சிநேகம்,கேண்மை
ஆதிக்கம்,மேன்மை
சங்கடம்,துன்பம்
அருவம்,உருவின்மை
பரிணாம,படிமலர்ச்சி
பரவசம்,தன்னுணர்வின்மை
உக்கிராணம்,சரக்கறை
வண்ணம்,அழகு
சூரியன்,வெய்யோன்
ஞாபகம்,நினைவு
நகுலம்,கீரி
தீபம்,சுடர்
அனுபவம்,துய்ப்பு
திருட்டி,கண்
அக்ரஹாரம்,தெரு/வீதி
இராகம்,பண்
சேஷ்டை,அக்காள்
பயம்,அச்சம்
மஹாத்மா,பேருயிர்
சமாநம்,ஒப்பு
சமேதம்,கூட இருத்தல்
மேகம்,வான்
வாக்கு,சொல்
சாரீரம்,இனிய குரல்
மது,கள்
கந்துகம்,பந்து
சக்கரம்,வட்டம்
சூத்திரம்,தேற்றம்
சகலர்,மும்மலக்கட்டினர்
ஏனம்,பன்றி
விஜய்,வெற்றி
இரட்சித்தல்,காப்பாற்றல்
மாற்சரியம்,பொறாமை
சூதனம்,பத்திரம்
நியமனம்,ஒழுங்கு
நிவர்த்தி,விடுதலை
யுக்தி,சூழ்ச்சி
விவாஹம்,திருமணம்
அநுபவம்,நுகர்ச்சி
தநம்,செல்வம்
பார்வதி,மலைமகள்
நித்தியம்,எப்பொழுதும்
விசாரம்,எண்ணம்
யாகம்,வேள்வி
இலக்குமி,அழகு
ஜட்டி,இடை ஆடை
ஞானம்,அருளறிவு
அங்குலம்,விரற்கடை
உதாரகுணம்,தண்ணளி
சகாயம்,துணை
நூதனம்,புதுமை
சிம்ஹம்,அரிமா
சாதி,வகுப்பு
அநவரதம்,எப்பொழுதும்
பலம்,வலிமை
வாரம்,கிழமை
எதார்த்தம்,உறுதி
மாநபங்கம்,பெருமைக் குறைவு
தத்தம்,ஈகை
அபகாரம்,தீங்கு
பிந்நம்,வேறுபாடு
சமத்தன்,திறமையாளன்
மரணம்,இறப்பு
தக்கணம்,தெற்கு
பிரமானந்தம்,பேரின்பம்
அசௌகரியம் / அசௌகர்யம்,நலக்குறைவு
ஈநம்,குறைபாடு
அந்தரம்,இடைவெளி
அசாக்கிரதை,அசட்டை
கணிதம்,கணக்கு
அகங்காரம்,இறுமாப்பு
சந்துஷ்டி,மகிழ்ச்சி
பிரயாசை,தொல்லை
கோஷ்டம்,பேரொலி
சாக்கிரதை,விழிப்பு
வம்சம்,கால்வழி
சாரீரம்,குரல்
இலஞ்சம்,கையுறை
சகோதரி,தங்கை
திவ்வியம்,மேன்மை
விசாரணை,ஆராய்ச்சி
யதார்த்தம்,இயல்பான
நியதி,ஒழுங்கு
உரூபித்தல்,மெய்ப்பித்தல்
சாயா,நிழல்
ஜன்னல்,சாளரம்
யோகம்,நல்வினை
சத்தம்,ஒலி
ஆசங்கை,ஐயம்
அருச்சனை,மலர் தூவழிபாடு
அசாத்தியம்,அருமை
எதேச்சை,விருப்பப்படி
தானம்,கொடை
சகித்தல்,பொறுத்தல்
ஜெய்,வெற்றி
மாநபங்கம்,மானக்கேடு
ஆதிக்கம்,உரிமை
மாமிசம்,இறைச்சி
கோஷம்,முழக்கம்
விபத்து,இடையூறு
இலாபம்,பேறு
சேவகன்,போர் மறவன்
அவரோஹணம்,இறங்கோசை
ஜீவராசி,உயிர்
பிரமை,மயக்கம்
வித்வான்,கலைஞர்
சமாச்சாரம்,சேதி
தேவி,இறைவி
இராஜதானி,அரசர்தலைநகர்
மோகம்,பெருவேட்கை
அஸ்தி,இருத்தல்
இலாயம்,குதிரைப்பந்தி
இஷ்டம்,விருப்பம்
பிரஜை,குடிமகன்
தயை,புலால்
ஏகதேசம்,ஒரு புடை
அநுபோகம்,நுகர்ச்சி
குஷ்டம்,பெருநோய்
சாகை,வீடு
நிஷ்காம்யம்,பற்றின்மை
பிரசாதம்,தேவுணா
சத்துவம்,மெய்ப்படுதல்
