INDIC,TAMIL
அநுபந்தம்,அடுத்து யாக்கப்படுவது
அரம்பை,தெய்வப் பெண்
ஜவுளி,ஆடை
சிகித்சை,மருத்துவம்
கிரமம்,முறைமை
அபேதம்,வேற்றுமையின்மை
ஸ்நேகிதம்,நட்பு
இலகிமா,மென்மை
சாபம்,தீமொழி
உத்தியோகம்,அலுவல்
தட்சிணாயணம்,தென்வழி
அர்த்தம்,பாதி
தந்தி,மின்செய்தி
பாநகம்,பருகுநீர்
சலம்,நீர்
விஞ்ஞானகலர்,ஒருமலக்கட்டினர்
விசர்ஜனம்,முழுக்கு
யூகம்,சூழ்ச்சி
ஆமோதித்தல்,வழிமொழிதல்
பச்சாத்தாபம்,கழிவிரக்கம்
மநசு,மனம்
இஸ்திரி,துணித்தேய்ப்பு
சபா,கழகம்
அநுபோகம்,வழக்கம்
உபேட்சை,விருப்பின்மை
அர்ப்பணம்,உரிமைப்படுத்தல்
சர்ப்பம்,பாம்பு
சாரதி,வலவன்
சண்டித்தனம்,முருட்டுத்தன்மை
பூதம்,முதற்பொருள்
தோஷம்,குற்றம்
திரோபவம்,மறைத்தல்
சொஸ்தம்,குணம்
விகாரம்,வேறுபாடு
திரவியம்,செல்வம்
சீதபேதி,வயிற்றளைச்சல்
சுருதி,குரல்
தாபித்தல்,நாட்டல்
மூடிகம்,பெருச்சாளி
ஜோலி,வேலை
ஞாதி,சுற்றம்
சுவாரஸ்யம்,சுவையாரம்
அந்தம்,கேடு
இலிங்கம்,அடையாளம்
சந்தோஷம்,உவகை
சபாநாயகர்,அவைத்தலைவர்
உக்கிரம்,வெப்பம்
தாகம்,நீர்வேட்கை
போசனம்,சோறு
மூர்க்கன்,முருடன்
குலசம்,நலம்
தேகம்,யாக்கை
சௌக்கியம்,மகிழ்ச்சி
தக்கணை,காணிக்கை
மகிமை,பெருமை
தீர்த்தம்,புனிதநீர்
வைதிகம்,மறையியல் நெறி
கீதம்,இசைப்பாட்டு
சந்ததி,வழிவழி
அகதி,ஏதிலி
சருமம்,தோல்
விடயம்,பொருள்
பிரதிக்கினை,ஆணை
சத்தம்,ஏழு
வநம்,காடு
நட்சத்திரம்,மீன்
இரகசியம்,மறைபொருள்
மகாத்மா,பெரியோன்
கலாக்ஷேத்ரா,கலைக்கூடம்
சம்பூரணம்,முழுமை
வாதம்,குளிர்ச்சி
வித்வான்,அறிஞர்
இச்சை,விழைவு
வயசு,ஆண்டு
ஒஸ்தி,உயர்வு
சாக்கிரம்,நனவு
அதிகம்,மிகுதி
அதிட்டம்,நன்னுகர்ச்சி
சாதித்தல்,நிலைநிறுத்தல்
தரித்திரம்,வறுமை
இதம்,இனிமை
பவனம்,வீடு
அத்தி,எலும்பு
பூர்வீகம்,பழமை
சகோதரி,உடன் பிறந்தாள்
அபிஷேகம்,திருமுழுக்கு
உக்கிரம்,சினம்
சந்து,முடுக்கு
பிரயத்தனம்,முயற்சி
யுகம்,ஊழி
இதரம்,அறிவு
சுபாவம்,இயற்கை
சுவேதம்,வெண்மை
பிரதானம்,சிறப்பு
பதார்த்தம்,பொருள்
உத்தமி,கற்புடையவள்
ஆசியம்,எள்ளல்
வதூ,பெண்
விக்கிநம்,இடையூறு
இலக்கம்,எண்
ஹாஸ்யம்,நகைச்சுவை
பிரகஸ்பதி,வியாழன்
பூரித்தல்,நிறைதல்
அவசியம்,தேவை
சம்ரக்ஷணை,பாதுகாப்பு
அகஸ்மாத்து,திடீரெனல்
விவகாரம்,சிக்கல்
சாதகம்,பிறந்தநாட் குறிப்பு
தந்தி,ஆண்யானை
பிரகடனம்,அறிவித்தல்
சதுரம்,நாற்பக்கம்
திநம்,ஞான்று
பிதா,அத்தன்
சேஷம்,மிச்சம்
ஏகாந்தம்,ஒரு முடிவு
அபராதம்,குற்றம்
ஆஷ்ரம்,தவக்குடில்
பாலப்பருவம்,பிள்ளைப்பருவம்
சிக்ஷை,கற்பித்தல்
ரீதி,
ஆபரணம்,அணிகலன்
சமாதி,பேசாதிருத்தல்
வியாஜம்,தலைக்கீடு
சீவனம்,பிழைப்பு
ஆவேசம்,பேய்
அத்திரம்,அம்பு
ஆசிரமம்,பாழி
அநுபானம்,துணை மருந்து
மகா,மா/பெரிய
சைலம்,மலை
பத்திரம்,ஆவணம்
சம்பந்தம்,இயைபு
கந்தம்,நாற்றம்
விஸ்தீரணம்,விரிவு
பிரகிருதி,இயற்கை
பௌத்திரன்,பேரன்
வசந்த காலம்,வேனிற்காலம்
ஏகதேசம்,சிறுபான்மை
பசு,உயிர்
பாதை,பாட்டை
சீதோஷ்ணம்,தட்பவெப்பம்
அபராதி,குற்றவாளி
சிஷ்யன்,மாணவன்
பிரேமை,காதல்
உரோமம்,முடி
பிரளயம்,உலக ஒடுக்கம்
ஸர்ப்பம்,பாம்பு
ஆயுதம்,வாள்
சபதம்,வஞ்சினம்
மாத்சரியம்,பகைமை
கண்டம்,மிடறு
சிவிகை,பல்லக்கு
சரவணம்,பொய்கை
அவதி,துன்பம்
பெளர்ணமி,முழுமதி
அவகாசம்,ஒழிவு
இலவசம்,விலையின்மை
அலங்காரம்,அணி
உத்தியோகம்,முயற்சி
பிதா,தந்தை
பிரபந்தம்,நூற்றொகுதி
வாக்குத்தத்தம்,உறுதிமொழி
நிருவாணம்,பற்றின்மை
இரத்தினம்,செம்மணி
சமத்தன்,வல்லவன்
நாராசம்,இருப்பாணி
கிருபை,இரக்கம்
பாஷை,மொழி
நிசி,இரவு
போகம்,நுகர் பொருள்
பிரீதி,அன்பு
ஆதாரம்,சான்று
ஸ்மரணை,உணர்ச்சி
அகிலம்,உலகு
வாதம்,காற்றுப்பிடிப்பு
பிரதமம்,முதன்மை
இரேகை,தொடர்
இராஜா,அரையன்
சிகிச்சை,மருத்துவம்
போதை,மயக்கம்
பண்டிகை,திருவிழா
விபத்து,இக்கட்டு
பிரத்தாபம்,அறிவித்தல்
விருத்தன்,கிழவன்
உபத்திரவம்,துன்பம்
சங்கடம்,நெருக்கம்
ஆப்தம்,அன்பு
உத்தரவு,கட்டளை
யூகம்,நுண்ணறிவு
ஊகித்தல்,ஓர்தல்
தேவி,அரசி
ஜாஸ்தி,அதிகம்
சீவகாருண்ணியம்,உயிர்களிடத்தன்பு
சிரஞ்சீவி,நீடுவாழ்வோன்
அநுபோகம்,பழக்கம்
அந்தரவாணி,வானொலி
சந்திரன்,திங்கள்
இயமன்,மறலி
அபிநயம்,கூத்து
கிருஷி,பயிர்
தேவி,தலைவி
ஆக்ஞை,கட்டளை
தண்டனை,கட்டளை
மாந்தம்,செரியாமை
ஷிரார்த்தம்/தர்ப்பணம்,நீர்க்கடன்
அட்டகம்,எண்வகை
நிசம்,மெய்
ஆசனம்,அணை
ஆந்திரதேசம்,தெலுங்குநாடு
சதானந்தம்,இடையறாவின்பம்
பாதம்,தாள்
சேமம்,நலம்
கூபம்,கூவம்
வஸ்திரம்,துணி
இருடி,தவசி
மரணை,உணர்ச்சி
ரஸ்தா,பாட்டை
சத்தியம்,ஆணை
கிலேசம்,அச்சம்
அவதாரம்,இறங்குகை
இருதுமங்களஸ்நானம்,பூப்பு நன்னீராட்டு
பிரதிக்கினை,மேற்கோள்
ரீதி,கோணம்
இலாகிரி,மயக்கம்
நிமிஷம்,மணித்துளி
அருச்சனை,பூ வழிபாடு
சாகை,தங்குமிடம்
பௌர்ணமி,முழுநிலா
எமன்,காலன்
காரியதரிசி,செயலாளன்
அவசரம்,விரைவு
சிலேட்டுமம்,கோழை
வேதியர்,பார்ப்பார்
ஏடணை,விருப்பம்
கும்பம்,குடம்
சேஷம்,எச்சில்
சமிக்ஞை,குறிகாட்டல்
பங்கம்,சேறு
பிரமித்தல்,மலைத்தல்
வியாக்கியாநம்,விரிவுரை
திரம்,நிலை
அந்தகன்,கூற்றுவன்
அந்தஸ்து,நிலைமை
கிராதன்,வேட்டுவன்
அக்கிரமம்,முறைகேடு
பிராமணன்,பார்ப்பான்
தாமதம்,தாழ்த்தல்
சமாசம்,கழகம்
பீசம்,முளை
அஸ்தமனம்,அடைவு
ஜென்மம்,பிறவி
அபாயகரம்,கேடு
சித்திரவதை,வன்கொலை
கிலம்,அழிவு
பிரயாணம்,வழிப்போக்கு
ராஜாங்கம்,அரசு
சக/ சகோ,தம/ தமோ
உபத்திரவம்,வருத்தம்
வயிரம்,கூர்மை
பிரளயம்,அழிவுக்காலம்
காரகன்,செய்பவன்
அங்கம்,உறுப்பு
சரணம்,திருவடி
வமிசம்,பரம்பரை
தாமசம்,மயல்
கிரகசாரம்,கோள்நிலை
சுபாவம்,தன்மை
உந்நதம்,உயர்ச்சி
வாராவதி,பாலம்
பிரஸ்தாபம்,பேச்சு
விநாயகர்,பிள்ளையார்
சம்பாதித்தல்,தேடல்
தயா,அன்பு
விதம்,வகை
ஸ்துதி,வணக்கம்
பாஷியம்,விரிவுரை
வேகம்,விரைவு
சத்தம்,சொல்
இராகம்,அவா
தக்கணம்,உடன்
வசந்தம்,வேனில்
வாக்கு,வாயுரை
ஸ்கந்தன்,கந்தன்
சக்கரதரன்,திருமால்
சைவம்,மரக்கறி
ஜீவ காருண்யம்,உயிர்க்கு இரங்கல்
அஸ்திபாரம்,அடிப்படை
சம்ஸ்கிருதம்,வடமொழி
சன்னல்,பலகணி
ஸப்த,ஏழு
ஜவ்வு,சவ்வு
விதவை,அறுதாலி
நாசம்,கேடு
ஆரம்,தொடையல்
ஆரியம்,வடமொழி
குஷி,மகிழ்ச்சி
அகிலம்,நிலம்
குஞ்சரம்,யானை
ஆரூடம்,முன்னறிதல்
மேகம்,முகில்
லட்சணம்,அழகு
குமாரி,நங்கை
அந்தரம்,துணையின்மை
சித்தி,பேறு
அத்தியந்தம்,மட்டற்றது
அசமந்தம்,மடி
ஆசை,வேட்கை
ஆத்திரம்,விரைவு
சாயுச்சியம்,சிவப்பேறடைவு
லயம்,ஒடுக்கம்
விதம்,வழி
பிருஷ்டம்,பின்புறம்
அபாண்டம்,இடுபழி
ஆக்ஞை,ஆணை
சங்கடம்,கேடு
விசாரணை,வினவல்
பிரசாதம்,கடவுளுணா
விநோதம்,விந்தை
பிரளயம்,வெள்ளம்
நிரூபித்தல்,நிலைபெறுத்தல்
தேவன்,இறைவன்
சமர்த்தன்,வல்லவன்
சின்னம்,அடையாளம்
தயவு,அன்பு
சகோதரி,உடன்பிறந்தாள்
வருடம்,ஆண்டு
பிந்நம்,சிதைவு
சதுரம்,திறமை
அபிவிருத்தி,ஆக்கம்
விநோதம்,புதுமை
தந்தம்,பல்
இந்திரியங்கள்,ஐம்பொறிகள்
சலநம்,அசைவு
சூன்யம்/சூன்ய,வெறுமை/சுழி
இருடி,துறவி
உபாதை,கோளாறு
உபகாரம்,வேளாண்மை
சவால்,அறைகூவல்
ஊர்ச்சிதம்,நிலைப்படுதல்
தட்சிணாமூர்த்தம்,குருவடிவம்
சமாதி,அமைதி
சோசியர்,குறிப்பாளர்
பஞ்சபாதகன்,ஐம்பெருங்குற்றத்தான்
உபவனம்,பூஞ்சோலை
அலட்சியம்,பொருட்படுத்தாமை
யோசனை,ஓர்வு
ஏகாங்கி,துறவி
ஆசிரமம்,முனிவருறையுள்
குரோதம்,சினம்/பகை
நாபிதன்,மயிர்வினைஞன்
பூதம்,புலன்
தாசன்,அடிமை
ரஸம்,உணர்வு
பிதிரார்ச்சிதம்,முன்னோர் தேட்டம்
பிரியம்,விருப்பம்
புவி,இடம்
ஆஷாட,புரட்டாசி
ஜனாதிபதி,குடியரசுத் தலைவர்
பாபி,தீயோன்
சுந்தரம்,அழகு
அநுபந்தம்,தொடர்ச்சி
அவசரம்,சுருக்கு
இடம்பம்,ஆரவாரம்
அகோரம்,சினக்குறிப்பு
அந்தரங்கம்,தனிமை
இலவுகிகம்,உலகியல்
உபகரணம்,கருவிப் பொருள்
சிற்பம்,கற்றச்சு
திருட்டாந்தம்,எடுத்துக்காட்டு
இட்டம்,விருப்பம்
சுவாமி,கடவுள்
பஞ்சாயத்து,ஐந்தாயம்
பேதம்,வேற்றுமை
ஆத்துமா,உயிர்
உற்சவம்,திருநாள்
காயம்,யாக்கை
கோரம்,கொடுமை
எக்கியம்,வேள்வி
தாஸ்/தாசன்,அடியவர்
பலி,வேள்வி
முகூர்த்தம்,முழுத்தம்
பயங்கரம்,அச்சம்
திருப்தி,மனநிறைவு
பிரதட்சணம்,வலம்வருதல்
சூசிகை,ஊசி
புஸ்தகம்,நூல்
மந்தம்,சோம்பல்
மதம்,கொழுப்பு
இடம்பம்,வீண் பெருமை
மாதா,அன்னை
சுவர்க்கம்,துறக்கம்
சகஜம்,வழக்கம்
சிகிச்சை,பரிகாரம்
கூபம்,கிணறு
பத்ம,தாமரை
கந்நிகை,மணமாகாதவள்
பூர்ண,முழுமையான
கஷாயம்,மருந்துக் குடிநீர்
பரிசம்,ஊறு
சமத்துவம்,ஒன்றுபடல்
வாயு,கால்
விருட்சம்,மரம்
விவாகம்,திருமணம்
மகிமா,பருமை
பரம்பரை,கால்வழி
யோகக்ஷேமம்,நலச்செய்தி
பொக்கிஷம்,பொருட் களஞ்சியம்
ஆரம்பம்,தொடக்கம்
பதார்த்தம்,சொற்பொருள்
கிருஹப் பிரவேசம்,புதுமனை புகுவிழா
சமாதானம்,தக்க விடை
நிரூபித்தல்,மெய்ப்பித்தல்
ஊர்ச்சிதம்,உறுதி
எசமானன்,தலைவன்
கருணை,இரக்கம்
தயா,இரக்கம்
நயம்,நன்மை
துவாரம்,வாயில்
அவமானம்,புகழின்மை
வைசூரி,அம்மைநோய்
பதி,கடவுள்
ஆரோக்கியம்,நோயின்மை
தநம்,கொங்கை
மாங்கல்யம்,தாலி
சம்பாதித்தல்,ஈட்டல்
தனம்,பொருள்
சாகரம்,கடல்
சத்தியம்,மெய்
தாஸ்/தாசன்,அடிமை
அதிகாரி,தலைவன்
அனுஜன்,தம்பி
அசுத்தம்,தூய்மையின்மை
சமாதானம்,உடன்பாடு
வியாபாரம்,வணிகம்
வாகனம்,வண்டி
பகவன்,பெருமான்
துஷ்ட,தீய
திட்டி,கண்ணேறு
அபகாரம்,நன்றியில் செயல்
ஆதி,கடவுள்
இரகசியம்,அற்றம்
அகம்பாவம்,தற்பெருமை
உபாயம்,நொய்மை
புஷ்பம்,மலர்
இரசாபாசம்,ஒழுங்கின்மை
அகங்காரம்,முனைப்பு
ஔபாசனம்,உணவொழிநோன்பு
நிச்சயம்,திண்ணம்
நடராஜர்,ஆடலரசன்
ஜலஜா,அலைமகள்
இலட்சம்,எண்
ஜவுளி,துணி
பூரணை,முழுநிலா
ஆசாரம்,வழக்கம்
நியாயம்,நடுநிலை
மாத்திரம்,மட்டும்
பிராணி,சிற்றுயிர்
ஸ்திரீ,பெண்
பாணி,கை
சாகரம்,ஆழி
முத்திரை,அடையாளம்
சீவியம்,வாழ்நாள்
ராஜா,அரசன்
உருத்திராக்கம்,அக்குமணி
சுவதந்திரம்,உரிமை
வச்சிரம்,உறுதியானது
சேமம்,காவல்
வயசு,அகவை
நிமித்தம்,அடையாளம்
விருத்தாச்சலம்,பழமலை
ரிஷபம்/ரிடபம்,காளை
கந்தம்,மணம்
தீவாந்தரம்,வெளி
இதரம்,வேறு
மிருது,மென்மை
உதித்தல்,பிதற்றல்
ஐஸ்வர்யம்,செல்வம்
அக்காரம்,வெல்லம்
மத்திமம்,நடுநிலை
கண்டனம்,மறுப்பு
நடராஜன்,கூத்தன்
வாக்கியம்,சொற்றொடர்
ஆகாசம்,வெளி
விசுவாசம்,நம்பிக்கை
வாதம்,காற்று
உதாரணம்,சான்று
சமுகம்,திருமுன்
அபிமானம்,பற்று
ஜம்பம்,அலட்டல்
வியவகாரம்,வழக்கு
பிதா,தகப்பன்
திராவகம்,சாரம்
சக்கரவர்த்தி,அரசர்க்கரசன்
விந்தை,புதுமை
வீரர்,மறவர்
அவசரம்,பதைப்பு
மௌட்டியம்,அறியாமை
அந்தம்,ஈறு
இராசி,ஓரை
கிரகணம்,பற்றுதல்
மகா,மேன்மை
பலி,இரை
சோதி,ஒளிவிளக்கம்
ஆதியந்தம்,அடிமுதல்
அலட்சியம்,கருத்தின்மை
உபத்திரவம்,தடை
சல்லாபம்,உரையாடல்
கிரியை,தொழில்
சகாயம்,பயன்
சாசுவதம்,அசையா நிலை
ரசா,ஓய்வு
சகன்,கூட்டாளி
வஸ்திரம்,கூறை
சம்பவம்,நிகழ்வு
தரித்திரம்,மிடி
சாசனம்,முறி
தருமம்,அறம்
அவயவம்,உறுப்பு
அபத்தம்,தவறு
ஸ்தலம்,இடம்
சாந்தம்,அமைதி
இராசதம்,மனவெழுச்சி
கும்பம்,பானை/குடம்
அபரஞானம்,கருவியறிவு
ஜமக்காளம்,விரிப்பு
விமோசனம்,விடுதலை
பாவனை,கற்பனை
உஷார்,எச்சரிக்கை
அக்கிரகாரம்,பார்ப்பனச்சேரி
சர்வம்,எல்லாம்
திருட்டாந்தம்,மேற்கோள்
டாம்பீகம்,வீண்பெருமை
புஷ்டி,புடைப்பு
கர்ப்பக்கிரகம்,அகநாழிகை
பலவந்தம்,வலுக்கட்டாயம்
அஸ்தமனம்,சாய்ங்காலம்
அதோகதி,கீழிறக்கம்
வித்துவான்,புலவன்
சாதகம்,பயிற்சி
யோசனை,சூழ்ச்சி
வாஞ்சை,விருப்பம்
சங்கமம்,கூடுகை
புராதனம்,பழமை
சம்பந்தம்,உறவு
அகங்காரம்,செருக்கு
அகோரம்,நடுக்கம்
விபூதி,திருநீறு
இரத்தம்,குருதி
சரணம்,அடைக்கலம்
சாமர்த்தியம்,கூறுபாடு
சித்தம்,நினைவு
எஜமான்,முதலாளி
அங்குசம்,கொக்கி
சாரீரம்,உடற்றொடர்பு
பிரபல்லியம்,முதன்மை
ஸ்தலம்,பதி
ஸ்பரிசம்,தீண்டல்
சம்பவம்,நிகழ்ச்சி
அமாவாசை,புதுப்பிறை
நியமித்தல்,அமைத்தல்
தாமசம்,அட்டி
சூசிகை,துதிக்கை
சீமந்தம்,முதற்சூல்
கிரயம்,விலை
குன்மம்,சூலை
அகிலம்,எல்லாம்
ஆத்திரம்,பரபரப்பு
பத்தி,நேயம்
திருட்டி,கண்ணேறு
நகல்,படி
அயச்செந்தூரம்,இரும்புச் செந்தூள்
உபாத்தியாயினி,ஆசிரியை
அநாதை,யாருமற்றவன்
ஆயாஸம்,களைப்பு
குருபக்தி,ஆசானிடத்தன்பு
உபாத்தியாயன்,ஆசிரியன்
பலி,காணிக்கை
அதிதி,புதியவன்
பாதகம்,தீமை
பத்திரிகை,செய்தி இதழ்
அங்குட்டம்,பெருவிரல்
சோமன்,மதி
பிரதாபம்,பெருமை
அபிடேகம்,புதுப்புனலாட்டு
ஜெகம்,உலகம்
ஏகாந்தம்,தனிமை
சம்பாஷணை,உரையாடல்
சோசியர்,கோள்நூலார்
அந்தகன்,குருடன்
ஆதரவு,துணை
தைரியம்,ஊக்கம்
அதிகாரம்,இயல்
ஈநம்,இழிவு
பகவன்,கடவுள்
சரவணம்,நாணல்
அவசியம்,இன்றியமையாமை
சீமந்தம்,சூல்காப்பிடுஞ்சடங்கு
ஆயாஸம்,மயக்கம்
இயமன்,கூற்றுவன்
பிரபு,பெருந்தகை
உதாரம்,ஈகைத்தன்மை
நாஸ்திகன்,தெய்வமில் கொள்கையாளன்
சந்து,பிளப்பு
ஆச்சரியம்,விந்தை
கிரகித்தல்,பற்றுதல்
சுபாவம்,இயல்பு
நிச்சயம்,மெய்
சஞ்சிதம்,ஈட்டியது
மிதம்,மட்டு
பாரிஜாதம்,பவளமல்லி
புத்தி,உணர்ச்சி
ரசாயணம்,வேதியியல்
அருத்தம்,பொருள்
மனஸ்தாபம்,பிணக்கு
ஜலதோஷம்,சளி
வியாதி,நோய்
பட்டாபிஷேகம்,முடிசூட்டல்
சரணம்,வணக்கம்
திருஷ்டி,அந்திக்காப்பு
அஞ்ஞாதம்,மறைவு
சுயபாஷை,தாய்மொழி
அசமந்தம்,மலைவு
சாதகம்,காரியங்கைகூடல்
ஆரோகம்,ஏற்றுதல்
சாமி,கடவுள்
நியமம்,முறை
விருத்தன்,முதியோன்
உதித்தல்,தோன்றுதல்
சமயோசிதம்,தக்கநேரம்
அயபஸ்பம்,இரும்புவெண்ணீறு
அபிப்பிராயம்,உட்கருத்து
இலக்கம்,நூறாயிரம்
இட்டம்,அன்பு
தருக்கம்,அளவை நூல்
மாலுமி,மீகாமன்
சிங்காரம்,அழகு
அபரஞானம்,நூலறிவு
நிர்ப்பந்தம்,இடர்
பதார்த்தம்,கறி
ஆவேசம்,தெய்வமேறல்
பிரசாதம்,திருப்பொருள்
வசந்தம்,மணம்
பரிசுத்தம்,தூய்மை
ரசா,விடுமுறை
ரூபம்,வடிவு
பகவான்,பெருமான்
பீடை,துன்பம்
ஆலிங்கனம்,தழுவல்
பிரதிவாதி,எதிர் வழக்காளி
இலட்சணம்,அழகு
சமாசம்,கூட்டம்
ஷண்முகம்,அறுமுகம்
ஆமோதித்தல்,மகிழ்தல்
உசிதம்,ஒழுங்கு
ஈசன்,தலைவன்
சமரசம்,பொது
மநோகரம்,இனிமை
நிரஞ்சனா,மாசிலி
சித்தம்,உள்ளம்
வநபோசனம்,சோலையுணா
ஸ்திரீதனம்,மகளுக்குக் கொடுக்கும் கொடை
அநுமானம்,வழியளவை
இலவுகிகம்,உலகப்போக்கு
சதா,எப்பொழுதும்
குமாஸ்தா,அலுவலர்
வியாஜம்,காரணம்
ஹிதம்,இனிமை
பிரயாணம்,செலவு
நியமம்,நெறி
பாத்திரம்,தகுதி
ஆகுலம்,ஆரவாரம்
அணிமா,அணுத்தன்மை
ஸ்தம்பித்தல்,திகைத்தல்
கும்பாபிஷேகம்,குடமுழுக்கு
அகந்தை,இறுமாப்பு
அக்கி,கண்
விஞ்ஞாபனம்,முறையீடு
பிரயாசை,பாடு
உபதேசம்,அறிவுரை
அவஸ்தை,அவதி
அபராதம்,பிழை
இருசால்,திறை
மிலேச்சன்,அறிவிலான்
வைகுண்டம்,திருமாலுலகு
மோட்சம்/சுவர்கம்,வீடுபேறு
அபிநயம்,உள்ளக்குறிகாட்டல்
சுவாசம்,மூச்சு
பிராமணர்,அந்தணர்
கிரகம்,பிடிப்பு
பிரார்த்தனை,நேர்த்திக்கடன்
சகடம்,வண்டி
கோஷ்டி,கூட்டம்
கஷ்டசாத்தியம்,அரிதின்முடிவது
பரிசுத்தம்,மாசின்மை
வியாசம்,கட்டுரை
பஸ்பம்,பொடி
தைரியம்,திட்பம்
தேகம்,மெய்
பிரதிகூலம்,எதிர்
உத்வேகம்,ஊக்கம்
கவி,பாவலன்
சீக்கிரம்,ஒல்லை
ஏகாதிபத்தியம்,தனியரசாட்சி
அசுபம்,நன்மையல்லாதது
பிரதிஷ்டை,நிலைபெறுத்தல்
சோலி,வேலை
சுவாமி,தலைவன்
விஷ்ணு,பெருமாள்
உஷ்ணம்,சூடு
கோத்திரம்,குலம்
சௌஜன்யம்,நல்லிணக்கம்
சூரியன்,எல்லோன்
வேஷம்,கோலம்
ஶ்ரீதனம்,மகட்கொடை
கேலி,பகடி
சீதளம்,குளிர்ச்சி
யதேச்சை,இயற்கை
சோதனை,தேர்வு
சயனம்,தூக்கம்
கடாக்ஷம்,அருள்
குரூபி,அழகிலி
அநுகூலம்,உதவி
வித்தை,அறிவு
குஷ்ட ரோகம்,தொழுநோய்
பாதம்,அடி
வசித்தல்,உறைதல்
இஸ்திரி,துணிமடிப்பு
சோபித்தல்,விளங்கல்
த்வேஷம்,பகை
அனுஷ்டி,கடைப்பிடி
சத்திரம்,உணவுச்சாலை
அபிஷேகம்,திருமஞ்சனம்
திருஷ்டி,பார்வை/ நோக்குதல்
சித்தம்,கருத்து
பிரசாதம்,அருள்
யாத்திரை,ஊர்ப்பயணம்
திராவகம்,செய்நீர்
ஜாலம்,வித்தை
ஆலோசனை,ஆராய்ச்சி
உச்சரிப்பு,எழுத்தோசை
இதம்,அன்பு
இரட்சித்தல்,புரத்தல்
தக்ஷிணம்,தெற்கு
சூரியன்,வெயிலோன்
சேஷ்டன்,தமையன்
திலகம்,பொட்டு
கியாதி,புகழ்
பரிதாபம்,இரக்கம்
உசிதம்,தகுதி
குமரி,மணமாகாப் பெண்
விரதம்,தவம்
லோக் சபா,மக்களவை
சேனாதிபதி,சேனைத்தலைவன்
பவித்ரம்,தூய்மை
சந்திரன்,பிறை
இராச்சியம்,நாடு
அகோராத்திரம்,அல்லும் பகலும்
பிரபு,தலைவன்
சோதனை,ஆராய்ச்சி
நீசன்,தாழ்ந்தோன்
சங்கேதம்,நினைவு
அர்த்தம்,பொருள்
ஸ்வாமி,தெய்வம்
பிரமாதம்,மிகுதி
பூர்த்தி,நிறைவு
ஆடம்பரம்,ஆரவாரம்
தருணம்,வேளை
சட்சு,கண்
ரூபம்,வடிவம்/உருவம்
இருது,பருவம்
பலம்,வலிவு
சமுதாயம்,கூட்டம்
சங்கதி,செய்தி
சாசனம்,விதிமுறை
ஸ்த்ரீ,பெண்
அங்கீகரணம்,ஒப்பு
குலஸ்திரீ,குலமகள்
பாஸ்கரன்,பகலோன்
உச்சி,முகடு
தரித்தல்,மேற்கொள்ளல்
நிச்சயம்,தேற்றம்
நிமித்தம்,காரணம்
மரணம்,சாவு
பாவனை,நினைப்பு
வேதாரண்யம்,மறைக்காடு
சந்தோஷம்,மகிழ்ச்சி
ஆதரவு,சார்பு
விலாசம்,முகவரி
தரித்தல்,பூணல்
அயோக்கிதை,தகாதது
