INDIC,TAMIL
சங்கமம்,"அசைவன,கூடல்,இயங்கு திணைப்பொருள்,கூடுகை,ஆறு கடலோடு கூடுமிடம்"
சங்கற்பம்,நினைப்பளவு
சங்காரம்,அழித்தல்
சங்கிராந்தி,"திங்கட்பிறப்பு,ஒன்றின்று பிறிதொன்றிகட் செல்லல்"
சங்கீதம்,இசை
சங்கேதம்,"குறியீடு,நினைவு"
சங்கை,"அச்சம்,எண்,ஐயம்"
சங்கோசம்,கூச்சம்
சச்சிதானந்தம்,உண்மையறிவின்பம்
சஞ்சலம்,"அசைவு,கவலை,கலக்கம்,துன்பம்"
சஞ்சிதம்,"எஞ்சியது,ஈட்டியது"
சடுதி,விரைவு
சடிதி,விரைவு
சஷ்டியப்தபூர்த்தி,அறுபதாமாண்டு நிறைவு
சட்சு,கண்
சண்டித்தனம்,முருட்டுத்தன்மை
சதா,எப்பொழுதும்
சதானந்தம்,இடையறாவின்பம்
சதுரம்,"நாற்பக்கம்,திறமை,அறிவுடைமை"
சத்தம்,"ஒலி,ஏழு,ஓசை,சொல்"
சத்தியம்,"வாய்மை,உண்மை,மெய்,ஆணை"
சத்திரம்,"உணவுச்சாலை,சாவடி,ஊட்டுப்புரை,குடை"
சத்துரு,பகைவன்
சத்துவம்,"மெய்ப்படுதல்,விறல்"
சந்ததம்,எப்பொழுதும்
சந்ததி,"வழிவழி,எச்சம்,கால்வழி,பிள்ளை"
சந்தர்ப்பம்,"நேரம்,தருவாய்,அற்றம்,சமயம்,தருணம்"
சந்தியாவந்தனம்,காலை மாலை வழிபாடு
சந்திரன்,"அம்புலி,திங்கள்,பிறை,தண்கதிர்,மதி,நிலவு"
சந்து,"இரண்டு,பிளப்பு,இயங்கும் உயிர்,பொருத்து,தூது,மூட்டு,முடுக்கு"
சந்துஷ்டி,மகிழ்ச்சி
சந்தோஷம்,"களிப்பு,மகிழ்ச்சி,உவகை"
சந்நிதி,திருமுன்
சந்நிதானம்,திருமுன்
சந்நியாசம்,"துறவறம்,துறவு"
சந்நியாசி,துறவி
சபதம்,"சூளுரைத்தல்,வஞ்சினம்,ஆணை"
சபம்,உருவேற்றல்
ஜெபம்,உருவேற்றல்
சபா,"அவை,மன்றம்,அரங்கம்,கழகம்"
சபை,"அவை,மன்றம்,அரங்கம்,கழகம்"
சமஸ்கிருதம்,"நன்றாகச் செய்யப்பட்டது,செங்கிருதம்,வடமொழி"
சமத்தன்,"வல்லவன்,திறமையாளன்"
சமர்த்தன்,"வல்லவன்,திறமையாளன்"
சமத்துவம்,"ஒத்த உரிமை,ஒன்றுபடல்"
சமயம்,"நேரம்,பொழுது,காலம்"
சமயோசிதம்,"தக்கநேரம்,காலப்பொருத்தம்"
சமரசம்,"வேறுபாடின்மை,பொது"
சமாசம்,"கூட்டம்,கழகம்"
சமாசாரம்,செய்தி
சமாதானம்,"அமைதி,உடன்பாடு,தணிவு,இணக்கம்,தக்க விடை"
சமாதி,"இறப்பு,அமைதி,பேசாதிருத்தல்,பிணக்குழி"
சமாநம்,"ஒப்பு,உவமை,இணை"
சமிக்ஞை,குறிகாட்டல்
சமீபம்,"மருங்கு,அண்மை,அருகு"
சமுகம்,"திருமுன்,நேர்"
சமுச்சயம்,"கூட்டம்,ஐயம்"
சம்சயம்,"கூட்டம்,ஐயம்"
சமுதாயம்,கூட்டம்
சமூகம்,கூட்டம்
சமுத்திரம்,கடல்
சமேதம்,கூட இருத்தல்
சம்ஸாரம்,குடும்பம்
சம்ஸ்கிருதம்,வடமொழி
சம்பத்து,செல்வம்
சம்பந்தம்,"பற்று,சார்பு,இயைபு,தொடர்பு,உறவு,பொருத்தம்"
சம்பவம்,"நிகழ்ச்சி,நிகழ்வு,செயல்"
சம்பாஷணை,உரையாடல்
சம்பாதித்தல்,"தொகுத்தல்,தேடல்,ஈட்டல்"
சம்பிரதாயம்,"மரபு,தொன்றுதொட்ட வழக்கு,முன்னோர் நடை,பண்டைமுறை"
சம்பூரணம்,"நிறைவு,முழுமை"
சம்மதம்,"ஒப்பு,உடன்பாடு"
சம்ரக்ஷணை,பாதுகாப்பு
சயநம்,"படுக்கை,உறக்கம்"
சயம்,வெற்றி
ஜெயம்,வெற்றி
சயிலம்,மலை
சரசம்,"இனிய பண்பு,இனிய விளையாட்டு"
சரசுவதி,"நாமகள்,கலைமகள்"
சரணம்,"திருவடி,கால்,முடிப்பு,அடைக்கலம்,தஞ்சம்,வணக்கம்"
சரணாகதி,"அடைக்கலம் புகுதல்,புகலடைதல்"
சரணாரவிந்தம்,திருவடித்தாமரை
சரம்,"அம்பு,மாலை"
சரவணம்,"நாணல்,பொய்கை"
சரிதம்,வரலாறு
சரித்திரம்,வரலாறு
சரீரம்,"உடல்,மெய்,யாக்கை,உடம்பு"
சர்ப்பம்,"பாம்பு,நாகம்/பாம்பு"
சருமம்,தோல்
சருவம்,எல்லாம்
சரோசம்,தாமரை
சர்வகலாசாலை,பல்கலைக்கழகம்
சர்வமானியம்,இறையிலி
சர்வேஸ்வரன்,எப்பொருட்கும் இறைவன்
சலசம்,தாமரை
சலசந்தி,கடலிணைக்கால்
சலசாட்சி,தாமரைக்கண்ணி
சலம்,நீர்
ஜலம்,"தண்ணீர்,நீர்"
சலதோஷம்,நீர்க்கோவை
சலநம்,அசைவு
சல்லாபம்,உரையாடல்
சவம்,பிணம்
சனம்,"நரல்,மக்கள்"
ஜனம்,"நரல்,மக்கள்"
சனனம்,பிறப்பு
சன்மம்,பிறப்பு
சனி,காரி
சன்மார்க்கம்,நன்னெறி
சன்மானம்,"வெகுமதி,பரிசு"
சன்னல்,பலகணி
சாகரம்,"ஆழி,கடல்"
சாக்கிரதை,"எச்சரிக்கை,விழிப்பு,உன்னிப்பு"
சாக்கிரம்,நனவு
சாகை,"தங்குமிடம்,வீடு"
சாசனம்,"விதிமுறை,விதி,முறி"
சாசுவதம்,"உறுதி,வீடுபேறு,அசையா நிலை,அழியாமை"
சாடி,தாழி
சாட்சி,"சான்று,கரி"
சாஷ்டாங்கம்,"நெடுஞ்சாண்கிடை,எட்டுறுப்பு"
சாதகம்,"காரியங்கைகூடல்,உதவி,பிறந்தநாட் குறிப்பு,பயிற்சி"
சாதம்,சோறு
சாதனம்,"உறுதிமுறி,இடம்,அடையாளம்,பயிற்சி,கருவி,முயற்சி கைகூடல்"
சாதாரணம்,பொது
சாதி,"குலம்,வகுப்பு,இனம்"
சாதித்தல்,நிலைநிறுத்தல்
சாதியாசாரம்,குல ஒழுக்கம்
சாது,துறவி
சாதுரியம்,"திறமை,வன்மை"
சாத்திரம்,"நூல்,கலை"
சாத்மிகம்,அமைதித்தன்மை
சாத்துவிகம்,அமைதித்தன்மை
சாந்தம்,"அமைதி,பொறுமை"
சாந்திரம்,"திங்கட்டொடர்புடையது,நெருக்கம்"
சாபம்,"தீமொழி,சாவம்,தூற்று,வில்,தூற்றுதல்,வசவு"
சாமர்த்தியம்,"திறமை,வல்லமை,கூறுபாடு"
சாமான்,"தட்டுமுட்டுகள்,பொருள்கள்"
சாமி,"அடிகள்,தலைவன்,கடவுள்"
சுவாமி,"அடிகள்,தலைவன்,கடவுள்"
சாமீப்பியம்,சிவனருகிருப்பு
சாயை,நிழல்
சாயுச்சியம்,சிவப்பேறடைவு
சாரதி,"வலவர்,வலவன்"
சாராம்சம்,சிறந்த பகுதி
சாரீரம்,"இன்னிசை,இனிய குரல்,உடற்றொடர்பு,குரல்"
சாரூபம்,சிவனுருவம்
சாலோகம்,சிவவுலகு
சாவகாசம்,"வசதி,ஓய்வு,விரைவின்மை,ஒழிவு"
சாவதானம்,"ஓய்வு,உன்னிப்பு,ஒழிவு"
சிகரம்,"தலை,முகடு,உச்சி,மலை,குவடு"
சிகிச்சை,"மருத்தீடு,மருத்துவமுறை,பரிகாரம்,மருத்துவம்"
சிகித்சை,"பரிகாரம்,மருத்துவம்"
சிகை,"கூந்தல்,குடுமி"
சிங்கம்,"அரிமா,ஏறு"
சிம்ஹம்,"அரிமா,ஏறு"
சிங்காசனம்,அரியணை
சிங்காரம்,"அழகு,திருத்தம்,ஒப்பனை"
சிங்குவை,வாய்
சிசு,"மகவு,குழந்தை"
சிசுருஷை,பணிவிடை
சிட்சை,"கல்வி பயிற்றல்,ஒறுத்தல்,கற்பித்தல்"
சிக்ஷை,"கல்வி பயிற்றல்,ஒறுத்தல்,கற்பித்தல்"
சிருட்டி,"படைத்தல்,படைப்பு"
சிருஷ்டி,"ஆக்கம்,படைப்பு"
சித்தம்,"நினைவு,கருத்து,உள்ளம்"
சித்தி,"ஆக்கம்,பேறு"
சித்திரம்,"ஓவியம்,படம்"
சித்திரவதை,வன்கொலை
சிநேகம்,"கேண்மை,நட்பு"
சிநேகிதம்,"கேண்மை,நட்பு"
சிரஞ்சீவி,நீடுவாழ்வோன்
சிரத்தை,"விருப்பு,உளத்திட்பம்,அன்பு,முதன்மை"
சிரம பரிகாரம்,துன்ப நீக்கம்
சிரமம்,"தொல்லை,துன்பம்"
சிரவணம்,கேள்வி
சிரார்த்தம்,இறந்தநாட்கடன்
ஸ்திரீதனம்,"மகட்கொடை,மகளுக்குக் கொடுக்கும் கொடை"
ஶ்ரீதனம்,"மகட்கொடை,மகளுக்குக் கொடுக்கும் கொடை"
ஶ்ரீமத்,திருவாளர்
ஶ்ரீலஶ்ரீ,மறைத்திருவாளர்
சிரேஷ்டம்,சிறப்பு
சிரேஷ்டன்,"தலைவன்,மூத்தோன்"
சிலாகித்தல்,புகழ்தல்
சிலாக்கியம்,"நன்மை,மேன்மை"
சிலேட்டுமம்,"கோழை,சளி"
சிவிகை,பல்லக்கு
சிற்பம்,கற்றச்சு
சின்னம்,அடையாளம்
சின்னாபின்னம்,உருக்குலைவு
சீக்கிரம்,"கடிது,ஒல்லை,விரைவு"
சீடன்,மாணாக்கன்
சீணதசை,"மழுக்கம்,அழிவுக்காலம்"
சீதபேதி,வயிற்றளைச்சல்
சீதம்,குளிர்ச்சி
சீதளம்,குளிர்ச்சி
சீதோஷ்ணம்,தட்பவெப்பம்
சீமந்தம்,"சூல்காப்பிடுஞ்சடங்கு,முதற்சூல்"
சீமந்த புத்திரன்,தலைமகன்
சீமந்தினி,பெண்மகள்
சீரணம்,"செரித்தல்,பழுது"
சீர்ணோத்தாரணம்,பழுது பார்த்தல்
சீலம்,ஒழுக்கம்
சீவசெந்து,உயிர்ப்பொருள்
சீவகாருண்ணியம்,"அருள் ஒழுக்கம்,உயிர்களிடத்தன்பு"
சீவனம்,பிழைப்பு
சீவியம்,"வாழ்நாள்,வாழ்க்கை,பிழைப்பு"
சுகந்தம்,நறுமணம்
சுகம்,"இன்பம்,நலம்"
சுகாதாரம்,நலவழி
சுகிர்தம்,நன்மை
சுக்கிரவாரம்,வெள்ளிக்கிழமை
சுக்கிலபக்ஷம்,வளர்பிறை
சுக்கிலம்,"வெண்மை,வெண்ணீர்"
சுதந்திரம்,"உரிமை,விடுதலை"
சுதேசம்,தாய்நாடு
சுத்தம்,"துப்புரவு,தூய்மை"
சுந்தரம்,அழகு
சுபாவம்,"இயற்கை,தன்மை,இயல்பு"
சுயபாஷை,தாய்மொழி
சுபிக்ஷம்,செழிப்பு
சுயம்வரம்,தான் விரும்பும் மணம்
சுயார்ச்சிதம்,தான் தேடிய பொருள்
சுயேச்சை,தன் விருப்பம்
சுரஸம்,முறித்த சாறு
சுரம்,"வெப்புநோய்,காய்ச்சல்"
சுருதி,குரல்
சுலபம்,எளிது
சுவதந்திரம்,உரிமை
சுவர்க்கம்,"பேரின்பவீடு,துறக்கம்"
சுவர்ணம்,பொன்
சுவாசகாசம்,இளைப்பிருமல்
சுவாசம்,"மூச்சு,உயிர்ப்பு"
சுவாதிஷ்டானம்,கொப்பூழ்
சுவீகாரம்,"தத்து,தனதாக்குதல்"
சுவேதம்,வெண்மை
சுழுத்தி,உறக்கம்
சூக்குமம்,"அணு,நுண்மை"
சூசிகை,"துதிக்கை,யானை,ஊசி"
சூதகம்,தீட்டு
சூரணம்,தூள்
சூரியன்,"கனலி,பரிதி,வெய்யோன்,பகலவன்,கதிரவன்,எல்லோன்,என்றூழ்,வெயிலோன்,ஞாயிறு"
சூலம்,வேல்
சூன்யம்,"இன்மை,இல் பொருள்,பாழ்"
சேஷம்,"எச்சில்,மிச்சம்"
சேஷ்டன்,"மூத்தோன்,தமையன்"
சேஷ்டை,"குறும்பு,அக்காள்,தமக்கை"
சேத்திரம்,"திருக்கோயில்,திருப்பதி"
சேமம்,"புதையல்,காவல்,நலம்"
சேவகன்,"காவற்காரன்,போர் மறவன்"
சேவித்தல்,"வணங்கல்,தொழுதல்"
சேனாதிபதி,"படைத்தலைவன்,சேனைத்தலைவன்"
சைந்யம்,படை
சைலம்,மலை
சொஸ்தம்,"நலம்,குணம்"
சொப்பனம்,கனவு
சோதரன்,உடன் பிறந்தான்
சோதனை,"ஆய்வு,தேர்வு,ஆராய்ச்சி"
சோதி,ஒளிவிளக்கம்
ஜோதி,"ஒளிவிளக்கம்,சுடர்"
சோதிடர்,"குறிப்பாளர்,கோள்நூலார்,காலக்கணிதர்"
சோசியர்,"குறிப்பாளர்,கோள்நூலார்,காலக்கணிதர்"
சோத்திரம்,செவி
சோபித்தல்,"ஒளிர்தல்,விளங்கல்"
சோமன்,"திங்கள்,மதி"
சோமவாரம்,திங்கட்கிழமை
சோலி,"வேலை,தொழில்"
சௌகரியம்,"எளிது,நலம்"
சௌக்கியம்,"மகிழ்ச்சி,நலம்"
சௌஜன்யம்,நல்லிணக்கம்
சௌந்தரம்,அழகு
சௌபாக்கியவதி,"செல்வி,திருமகள்"
சௌரமானம்,பகல் வழியளவு
சூரியமானம்,பகல் வழியளவு
ஞாதி,சுற்றம்
ஞானம்,"அருளறிவு,அறிவு,மெய்யுணர்வு,கல்வி"
ஞாபகம்,நினைவு
தகநம்,"எரித்தல்,சுடுதல்"
தக்கணம்,"தெற்கு,உடன்"
தசாவதாரம்,பத்துப் பிறப்பு
தயை,"ஊன்,புலால்,கண்ணோட்டம்,இரக்கம்,அன்பு"
தசா,"ஊன்,புலால்"
தட்சிணாமூர்த்தம்,"குருவடிவம்,தென்முகக் கடவுள்"
தட்சிணை,காணிக்கை
தக்கணை,காணிக்கை
தண்டனை,"கட்டளை,ஒறுப்பு,ஆணை"
ததாஸ்து,அப்படியேயாகட்டும்
ததியோதநம்,தயிர்ச்சோறு
தத்தம்,"ஈகை,கொடுத்தல்"
தத்துவம்,"பொருளியல் உண்மை,உண்மை,மெய்"
தநம்,"பொருள்,கொங்கை,செல்வம்"
தனம்,"பொருள்,கொங்கை,செல்வம்"
தநவான்,செல்வன்
தந்தம்,பல்
தந்தி,"மின்செய்தி,ஆண்யானை,கம்பி"
தந்திரம்,"நூல்,சூழ்ச்சி"
தபசு,தவம்
தவசு,தவம்
தபால்,அஞ்சல்
தமரகம்,உடுக்கை
தமாஷ்,"நகைச்சுவை,விளையாட்டு,பகடி"
தம்பதி,கணவனும் மனைவியும்
தம்பம்,தூண்
ஸ்தம்பம்,"மரம்,தூண்"
தயவு,"கண்ணோட்டம்,இரக்கம்,அன்பு"
தயா,"கண்ணோட்டம்,இரக்கம்,அன்பு"
தயிலம்,எண்ணெய்
தரா,"வையகம்,நிலம்"
தராசு,"துலாக்கோல்,நிறைகோல்"
திராசு,"துலாக்கோல்,நிறைகோல்"
தரிசனம்,"பார்வை,காட்சி,கண்"
தரித்தல்,"பூணல்,மேற்கொள்ளல்,உடுத்தல்,அணிதல்"
தரித்திரம்,"இன்மை,மிடி,எளிமை,வறுமை,நல்குரவு"
தருக்கம்,"அளவை நூல்,அளவை"
தருணம்,"பொழுது,வேளை"
தருமம்,அறம்
தலம்,"இடம்,பதி,கோயில்"
ஸ்தலம்,"இடம்,பதி,கோயில்"
தலயாத்திரை,"திருக்கோயிற் செலவு,திருக்கோயிற் பயணம்"
தற்சமயம்,"இவ்வேளை,இப்போது"
தாகம்,"விடாய்,நீர்வேட்கை"
தாசன்,"அடிமை,அடியான்"
தாட்சணியம்,கண்ணோட்டம்
தாநம்,"இடம்,இருக்கை"
ஸ்தாநம்,"இடம்,இருக்கை"
தாபரம்,"நிற்பன,அசையாப் பொருள்,நிலையியற் பொருள்"
தாவரம்,"நிற்பன,அசையாப் பொருள்,நிலையியற் பொருள்,செடி"
தாபித்தல்,"நாட்டல்,நிலைநிறுத்தல்,நிறுவுதல்"
தாமசம்,"மயல்,தாழ்த்தல்,அட்டி"
தாமதம்,"மயல்,தாழ்த்தல்,அட்டி"
தாமம்,"கயிறு,மாலை"
தாம்பரபரணி,பொருநை
தாரதம்மியம்,ஏற்றத்தாழ்வு
தாற்பரியம்,கருத்துரை
தானம்,"ஈகை,கொடை"
தானியம்,கூலம்
திடம்,"உறுதி,வன்மை"
திட்டி,"பார்வை,கண்ணேறு,கண்"
திருட்டி,"பார்வை,கண்ணேறு,கண்"
திதி,காத்தல்
திநம்,"ஞான்று,நாள்"
தினம்,"ஞான்று,நாள்"
தியாகம்,கொடை
தியானித்தல்,"வழிபடல்,நினைத்தல்"
திரம்,"நிலை,உறுதி"
ஸ்திரம்,"நிலை,உறுதி,நிலையானது"
திரயம்,மூன்று
திரவியம்,"பொருள்,செல்வம்"
திராவகம்,"செய்நீர்,சாரம்"
திராட்சை,கொடிமுந்திரி
திரி,பெண்
ஸ்திரீ,பெண்
திருட்டாந்தம்,"எடுத்துக்காட்டு,சான்று,மேற்கோள்"
திருத்தி,"அமைவு,மனநிறைவு,சால்வு"
திருப்தி,"அமைவு,நிறைவு,மனநிறைவு,சால்வு"
திரோபவம்,மறைத்தல்
திலகம்,பொட்டு
திவ்வியம்,"நேர்த்தி,மேன்மை,இனிமை"
தினசரி,"நாளேடு,நாடோறும்"
தீபஸ்தம்பம்,"கலங்கரை விளக்கம்,விளக்குத்தண்டு"
தீபாராதனை,ஒளியால்வழிபடுகை
தீரம்,கரை
தீரன்,"ஆண்டகை,திண்ணியன்,திறனாளன்"
தீர்க்கதரிசி,"முக்காலவுணர்வினன்,மெய்க்காட்சியாளன்"
தீர்க்கம்,தெளிவு
தீர்த்தம்,"புனிதநீர்,திருக்குளம்,நன்னீர்"
தீவாந்தரம்,"வெளி,தீவு"
தீவிரம்,விரைவு
துக்கம்,"வருத்தம்,பரிவு,கவலை,துயரம்,துன்பம்"
துஷ்டன்,"வம்பன்,பட்டி,தீயவன்"
துதி,"வணக்கம்,வழுத்துரை"
ஸ்துதி,"வணக்கம்,வழுத்துரை"
துரிதம்,"வேகம்,விரைவு"
துரியம்,பேருறக்கம்
துரியாதீதம்,உயிர்ப்படக்கம்
துரோகம்,"இரண்டகம்,வஞ்சனை"
துவசம்,கொடி
துவாரம்,"வாயில்,புழை,துளை"
துவேஷம்,"பகை,வெறுப்பு"
தூஷணை,"இகழ்ச்சி,பழிச்சொல்,பழி"
தூதர்,"வேவுகாரர்,ஒற்றர்"
தூபம்,புகை
தூபி,முடி ( கோயில் முதலியவற்றின் முடி )
ஸ்தூபி,முடி ( கோயில் முதலியவற்றின் முடி )
தூரதிருஷ்டிக் கண்ணாடி,தொலை நோக்காடி
தூரம்,"எட்டாக் கை,தொலைவு,சேய்மை"
தூலம்,பருமை
தேகம்,"உடல்,மெய்,யாக்கை"
தேகவியோகம்,சாக்காடு
தேகாப்பியாசம்,உடற்பயிற்சி
தேசசு,ஒளி
தேசம்,நாடு
தேயு,அனல்
தேவபக்தி,"தெய்வநேயம்,கடவுளிடத்தன்பு,கடவுட் பற்று"
தெய்வபக்தி,"தெய்வநேயம்,கடவுளிடத்தன்பு,கடவுட் பற்று"
தேவன்,"தலைவன்,இறைவன்"
தேவஸ்தானம்,"ஆலயம்,திருக்கோயில்,கடவுள் நிலையம்,கோயில்"
தேவாதீனம்,கடவுட்செயல்
தேவி,"தலைவி,இறைவி,அரசி"
தைரியம்,"உறுதி,ஊக்கம்,ஆண்மை,திட்பம்"
தைலம்,எண்ணெய்
தொக்கு,மெய்
தோடம்,குற்றம்
தோஷம்,"குற்றம்,குறை"
தோத்திரம்,"வாழ்த்து,வழுத்து"
நகல்,படி
நகுலம்,கீரி
நடராஜமூர்த்தி,"அம்பலவாணன்,கூத்தன்"
நடராஜன்,"அம்பலவாணன்,கூத்தன்"
நட்சத்திரம்,"மீன்,வெள்ளி,நாள்,விண்மீன்"
நட்டம்,"கேடு,இழப்பு"
நஷ்டம்,"கேடு,இழப்பு"
நதி,"ஆறு,யாறு"
நந்தர்,இடையர்
நந்தவனம்,"பூங்கா,பூந்தோட்டம்"
நந்தனவனம்,"பூங்கா,பூந்தோட்டம்"
நபர்,ஆள்
நமஸ்காரம்,வணக்கம்
நயம்,நன்மை
நயனம்,கண்
நரகம்,"அளறு,நிரயம்"
நரன்,மனிதன்
நர்த்தனம்,"நடனம்/ஆடல்,கூத்து"
நவக்கிரகம்,ஒன்பது கோள்
நவதானியம்,ஒன்பது வகைத் தவசம்
நவநீதம்,வெண்ணெய்
நவீனம்,புதுமை
நாகம்,பாம்பு
நாசம்,"அழிவு,கேடு"
நாசி,மூக்கு
நாஸ்திகன்,தெய்வமில் கொள்கையாளன்
நாதம்,"செந்நீர்,செம்பால்,ஒலி,ஓசை"
நாதன்,தலைவன்
நாநாவிதம்,பலவகை
நாபிதன்,மயிர்வினைஞன்
நாவிதன்,மயிர்வினைஞன்
நாமம்,பெயர்
நாயகன்,தலைவன்
நாயகி,தலைவி
நாராசம்,இருப்பாணி
நாரிகேளம்,தேங்காய்
நிக்கிரகம்,"அழிக்கை,ஒழிப்பு"
நிசம்,"உண்மை,மெய்"
நிசி,இரவு
நிச்சயம்,"உறுதி,மெய்,தேற்றம்,திண்ணம்,துணிவு"
நிஷ்டூரம்,கொடுமை
நிதரிசனம்,கண்கூடு
நிதானம்,மதிப்பு
நிதி,"வைப்பு,பொருள்,செல்வம்"
நித்தியம்,"எப்பொழுதும்,அழியாமை,நாடோறும்"
நித்திரை,"துயில்,தூக்கம்,உறக்கம்,கண்படை"
நிந்தனை,"இகழ்ச்சி,பழிப்பு"
நிபந்தனை,"உறுதி,ஏற்பாடு,கட்டுப்பாடு"
நிபுணர்,"தேர்ந்தவர்,வல்லவர்"
நிமிஷம்,"நொடி,நொடிப்பொழுது,மணித்துளி"
நிமித்தம்,"காரணம்,குறி,அடையாளம்,பொருட்டு"
நியதி,"ஊழ்,செய்கடன்,ஒழுங்கு,பிறழா நிகழ்ச்சி,முறை"
நியமம்,"முறை,நெறி,நாட்கடன்,ஒழுங்கு"
நியமனம்,"கட்டளை,ஒழுங்கு"
நியமித்தல்,"அமைத்தல்,ஏற்படுத்தல்"
நியாயம்,"முறை,நெறி,நடுநிலை"
நியாயாதிபதி,"முறைமன்றத் தலைவர்,நடுவர்"
நிருணயம்,உறுதி
நிருமூலம்,"அடியற்றது,வேரோடு கல்லல்,அழிவு"
நிருவாகம்,"கொண்டு நடத்தல்,பொருப்பு"
நிருவாணம்,"பற்றின்மை,உடையின்மை,முண்டம்"
நிரூபித்தல்,"நிலைபெறுத்தல்,மெய்ப்பித்தல்"
நிர்ப்பந்தம்,"தொல்லை,இடர்,நெருக்கம்,வலுக்கட்டாயம்"
நிவர்த்தி,"விடுதலை,நீக்கம்"
நிவிர்த்தி,"விடுதலை,நீக்கம்"
நீசன்,"தாழ்ந்தோன்,கீழ்மகன்"
நீதி,"முறை,நெறி,அறம்"
நீதிஸ்தலம்,முறைமன்றம்
நூதனம்,புதுமை
நேத்திரம்,கண்
பகவன்,"பெருமான்,கடவுள்"
பகவான்,"இறைவன்,பெருமான்,கடவுள்"
பகிஷ்காரம்,விலக்கு
பகிரங்கம்,வெளிப்படை
பக்குவம்,"நிலை,தகுதி"
பங்கஜம்,"தாமரை,முளரி"
பங்கம்,"பழுது,சேறு,குற்றம்,குறை"
பசார்,"சந்தை,அங்காடி"
பசு,"உயிர்,ஆ"
பச்சாத்தாபம்,"கண்ணோட்டம்,கழிவிரக்கம்"
பஞ்சபாதகன்,ஐம்பெருங்குற்றத்தான்
பஞ்சாட்சரம்,ஐந்தெழுத்து
பட்சணம்,தின்பண்டம்
பட்சம்,"உருக்கம்,அன்பு"
பட்சி,"புள்,பறவை"
பட்டாபிஷேகம்,முடிசூட்டல்
பண்டிகை,"திருவிழா,பெருநாள்"
பண்டிதன்,"அறிஞன்,மருத்துவன்,புலவன்"
பதட்டம்,"அஞ்சல்,விரைதல்,பதறுதல்"
பதம்,"விலை,சொல்"
பதார்த்தம்,"பொருள்,சொற்பொருள்,கறி"
பதி,கடவுள்
பதிவிரதை,"கற்புடையான்,கற்பரசி,கற்புடையாள்"
பதுமாவதி,திருமகள்
பத்மாசநி,திருமகள்
பத்தர்,"தொண்டர்,அன்பர்"
பத்தி,"பற்று,அன்பு,நேயம்"
பக்தி,"பற்று,அன்பு,நேயம்"
பத்தியம்,"செய்யுள்,மருந்துணா"
பத்திரம்,"இலை,ஆவணம்"
பத்திரிகை,"செய்தி இதழ்,செய்தித்தாள்,இதழ்,செய்தித் தாள்"
பந்தம்,"பிணைப்பு,கட்டு,உறவு,தொடர்பு"
பந்தி,"வரிசை,தொகுதி"
பயங்கரம்,"அச்சம்,கொடுமை"
பயம்,அச்சம்
பரஸ்பரம்,"ஒருவர்க்கொருவர்,இருவழி"
பரதேசம்,பிறர்நாடு
பரமகதி,"வீடுபேறு,மேல்நிலை"
பரம்பரை,"தலைமுறை,கால்வழி"
பரவசம்,தன்னுணர்வின்மை
பராக்கிரமசாலி,ஆண்டகை
பரிகாசம்,"பகடி,ஏளனம்"
பரிசம்,ஊறு
பரிசுத்தம்,"துப்புரவு,புனிதம்,மாசின்மை,தூய்மை"
பரிதாபம்,இரக்கம்
பரிமாணம்,அளவு
பரிமிதம்,அளவுபட்டது
பரீட்சை,தேர்வு
பருவதம்,மலை
பர்வதம்,மலை
பரோபகாரம்,"உதவி,கைம்மாறு கருதா உதவி"
பர்த்தா,கணவன்
பலஹீனம்,வலுக்குறைவு
பலம்,"பழம்,வலிமை,வலிவு"
பலன்,பயன்
பலாத்காரம்,வலுக்கட்டாயம்
பலவந்தம்,வலுக்கட்டாயம்
பலி,"வேள்வி,ஒப்புவித்தல்,கடவுளுணா,காணிக்கை,இரை"
பலித்தல்,"பயன்றருதல்,கைகூடுதல்"
பவனம்,வீடு
பாக்கியம்,"நல்வினை,பேறு,செல்வம்"
பாசம்,"தளை,கட்டு,கயிறு,அன்பு"
பாஷை,மொழி
பாடாணம்,நஞ்சு
பாடியம்,"விரிவுரை,அகலவுரை,பேருரை"
பாஷியம்,"விரிவுரை,அகலவுரை,பேருரை"
பாணி,கை
பாதகம்,தீமை
பாதம்,"கால்,தாள்,அடி"
பாதரட்சை,"மிதியடி,காற்பரடு"
பாதை,"வழி,பாட்டை"
பாத்தியம்,உரிமை
பாத்திரம்,"கலம்,ஏனம்,தகுதி,உரிமை"
பாநகம்,"குடிநீர்,பருகுநீர்"
பாபமோசனம்,தீவினைநீக்கம்
பாபி,தீயோன்
பாயுரு,எருவாய்
பாரம்,"கடமை,பொறை,சுமை"
பாரியா,மனைவி
பாரியை,மனைவி
பார்வதி,மலைமகள்
பாலகன்,குழந்தை
பாலப்பருவம்,பிள்ளைப்பருவம்
பால்யர்,இளைஞர்
பாவனை,"நினைப்பு,கற்பனை,ஒப்பு,எண்ணம்"
பாஸ்கரன்,பகலோன்
பிங்கலை,வலதுமூச்சு
பிசாசு,"பேய்,அலகை"
பிச்சை,"இரப்பு,ஐயம்"
பிட்சை,"இரப்பு,ஐயம்"
பிச்சைக்காரன்,இரப்போன்
பிஞ்ஞகம்,தலைக்கோலம்
பிடிவாதம்,விடாப்பிடி
பிதா,"தந்தை,அத்தன்,தகப்பன்"
பிதிரார்ச்சிதம்,முன்னோர் தேட்டம்
